BuildingType,Latitude,NumberofBuildings,GHGEmissionsIntensity,TotalGHGEmissions,PropertyGFATotal,PrimaryPropertyType,YearBuilt,Neighborhood,Longitude,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore
NonResidential,47.6645,1,1.11,87.41,78401,Worship Facility,1927,NORTHEAST,-122.31224,2,Worship Facility,75
NonResidential,47.66453,1,2.56,53.88,21075,Other,2004,NORTHEAST,-122.30999,2,Social/Meeting Hall,75
NonResidential,47.6646,1,0.7,18.1,25735,Retail Store,1996,NORTHEAST,-122.29932,1,Retail Store,82
NonResidential,47.66461,1,0.68,13.91,20384,Small- and Mid-Sized Office,1989,NORTHEAST,-122.30142,2,Office,16
NonResidential,47.66476,1,0.79,36.43,45991,Worship Facility,1928,NORTHWEST,-122.35248,2,Worship Facility,77
NonResidential,47.66478,1,0.33,119.92,361398,Other,2002,NORTHEAST,-122.29804,6,Parking,75
NonResidential,47.66497,1,1.47,34.52,23500,Small- and Mid-Sized Office,1968,BALLARD,-122.38047,2,Office,26
NonResidential,47.66516,1,1.22,32.22,26366,Worship Facility,1972,NORTHEAST,-122.2738,1,Worship Facility,88
NonResidential,47.66517,1,0.48,49.17,102290,Large Office,2006,NORTHEAST,-122.30186,3,Office,26
NonResidential,47.66517,1,0.91,37.43,41013,Worship Facility,1927,NORTHEAST,-122.31037,3,Worship Facility,75
NonResidential,47.66568,1,1.31,72.88,55653,K-12 School,1928,NORTHEAST,-122.31368,2,K-12 School,98
NonResidential,47.66583,1,2.63,215,81871,Hotel,1994,NORTHEAST,-122.29965,4,Hotel,29
NonResidential,47.66587,1,0.52,22.65,43500,Small- and Mid-Sized Office,1979,BALLARD,-122.38476,3,Office,46
NonResidential,47.66587,1,1.38,130.56,94900,Small- and Mid-Sized Office,1961,BALLARD,-122.38476,2,Office,57
NonResidential,47.66587,1,2.73,156.67,57300,Warehouse,1959,BALLARD,-122.38476,2,Non-Refrigerated Warehouse,55
NonResidential,47.66621,1,1.42,45.38,32000,Other,1961,BALLARD,-122.37502,1,Other - Recreation,75
NonResidential,47.66629,1,0.39,24.38,62381,Hotel,2013,BALLARD,-122.3826,4,Hotel,62
NonResidential,47.66646,1,6.64,303.81,45750,Other,1900,BALLARD,-122.38263,3,Other,75
NonResidential,47.66665,3,4.1,128.66,31343,K-12 School,2004,NORTHEAST,-122.31818,2,K-12 School,5
NonResidential,47.66691,1,0.34,7.82,23032,Small- and Mid-Sized Office,1901,BALLARD,-122.38416,4,Office,75
NonResidential,47.66724,1,0.13,8.15,63240,Warehouse,1941,BALLARD,-122.38553,2,Non-Refrigerated Warehouse,100
NonResidential,47.66737,4,6.98,1990.5,285333,Hospital,1954,BALLARD,-122.37956,5,Hospital (General Medical & Surgical),14
NonResidential,47.66816,1,5.31,120.86,22778,Mixed Use Property,1948,NORTHEAST,-122.27706,1,Retail Store,75
NonResidential,47.66824,1,10.68,260.32,24377,Supermarket / Grocery Store,1973,NORTHEAST,-122.28394,1,Supermarket/Grocery Store,6
NonResidential,47.66827,1,1.07,34.62,32282,Mixed Use Property,1997,NORTHEAST,-122.29978,4,Multifamily Housing,75
NonResidential,47.66828,1,4.32,384.85,89103,Supermarket / Grocery Store,2000,BALLARD,-122.37428,1,Supermarket/Grocery Store,34
NonResidential,47.66835,1,0.32,6.69,21060,Mixed Use Property,1945,BALLARD,-122.38886,1,Non-Refrigerated Warehouse,75
NonResidential,47.66838,2,1.47,163.83,111445,Self-Storage Facility,1946,BALLARD,-122.3931,2,NULL,75
NonResidential,47.6684,1,1.82,37.31,20539,Mixed Use Property,1960,BALLARD,-122.38788,4,Retail Store,75
NonResidential,47.66852,1,2.24,60.67,27085,Mixed Use Property,1909,BALLARD,-122.38175,3,Strip Mall,75
NonResidential,47.66888,1,0.21,4.33,20317,Small- and Mid-Sized Office,1967,NORTHEAST,-122.28333,2,Office,83
NonResidential,47.66891,1,1.28,120.24,94033,Small- and Mid-Sized Office,1925,BALLARD,-122.38528,6,Office,75
NonResidential,47.66894,1,0.31,6.61,21528,Other,1924,BALLARD,-122.38242,2,Social/Meeting Hall,75
NonResidential,47.66908,1,0.44,13.14,30000,Other,1928,BALLARD,-122.38627,2,Strip Mall,75
NonResidential,47.66986,1,7.14,208.53,29214,Supermarket / Grocery Store,1966,BALLARD,-122.37418,1,Supermarket/Grocery Store,8
NonResidential,47.6702,1,1.74,45.33,26033,Worship Facility,1949,NORTHEAST,-122.32066,1,Worship Facility,78
NonResidential,47.67034,1,2,82.58,41198,Supermarket / Grocery Store,2010,BALLARD,-122.3873,8,Supermarket/Grocery Store,44
NonResidential,47.6709,1,0.82,57.59,70292,Worship Facility,2008,NORTHEAST,-122.27054,2,Worship Facility,37
NonResidential,47.6712,1,1.7,60.34,35448,K-12 School,1922,BALLARD,-122.37568,3,K-12 School,97
NonResidential,47.67398,1,0.42,9.47,22719,Restaurant,1977,BALLARD,-122.40765,3,Restaurant,75
NonResidential,47.67437,1,0.28,6.53,23595,Medical Office,1970,NORTHEAST,-122.3181,2,Medical Office,72
NonResidential,47.6744,1,0.44,9.77,22325,Small- and Mid-Sized Office,1963,BALLARD,-122.40735,3,Office,75
NonResidential,47.67477,1,0.8,17.38,21765,Worship Facility,1910,BALLARD,-122.38241,2,Worship Facility,80
NonResidential,47.67482,1,1.22,36.77,30087,Other,1942,BALLARD,-122.37316,2,Other,75
NonResidential,47.67485,1,0.61,15.47,25521,Worship Facility,1930,NORTHEAST,-122.29284,2,Worship Facility,82
NonResidential,47.67485,1,2.94,68.14,23190,K-12 School,1986,NORTHEAST,-122.29284,1,K-12 School,79
NonResidential,47.67491,1,1.53,32.64,21393,Worship Facility,1948,NORTHWEST,-122.33316,2,Worship Facility,57
NonResidential,47.67518,1,1.42,31.79,22420,Retail Store,1967,BALLARD,-122.36549,1,Retail Store,82
NonResidential,47.67524,1,0.78,44.32,56521,Other,1941,NORTHEAST,-122.31534,4,Other,75
NonResidential,47.67528,1,1.33,37.78,28492,Small- and Mid-Sized Office,1978,BALLARD,-122.40836,2,Office,12
NonResidential,47.67559,1,0.65,133.58,206934,Other,1929,NORTHEAST,-122.31769,2,Other,75
NonResidential,47.67572,1,0.78,18.66,23931,Worship Facility,1910,NORTHWEST,-122.3285,2,Worship Facility,88
NonResidential,47.67628,1,1.31,31.54,24120,Worship Facility,1928,BALLARD,-122.38238,2,Worship Facility,66
NonResidential,47.6764,1,1.43,51.15,35736,Worship Facility,1929,BALLARD,-122.38502,3,Worship Facility,88
NonResidential,47.67642,1,0.54,10.99,20332,Other,1946,NORTHEAST,-122.3035,1,Other,75
NonResidential,47.67713,1,2.26,63.48,28072,Other,1917,NORTHWEST,-122.35398,2,Social/Meeting Hall,75
NonResidential,47.67738,1,1.43,31.74,22220,Worship Facility,1957,NORTHEAST,-122.28996,2,Worship Facility,90
NonResidential,47.67767,1,1.06,59.34,56000,Other,1973,BALLARD,-122.39631,3,Other,75
NonResidential,47.67783,1,0.54,14.79,27500,Worship Facility,1978,NORTHWEST,-122.32577,2,Worship Facility,60
NonResidential,47.67816,1,0.76,22.18,29079,Worship Facility,1955,NORTHEAST,-122.28998,1,Worship Facility,78
NonResidential,47.67819,1,0.5,28.46,56896,Small- and Mid-Sized Office,1965,NORTHWEST,-122.3231,4,Office,96
NonResidential,47.67828,1,2.31,222.02,96300,Small- and Mid-Sized Office,2002,NORTHEAST,-122.26456,2,Office,75
NonResidential,47.67842,1,1.01,47.03,46485,Worship Facility,1950,NORTHEAST,-122.31949,3,Worship Facility,83
NonResidential,47.67905,1,0.61,23.84,38959,Self-Storage Facility,1996,NORTHEAST,-122.31697,4,Self-Storage Facility,75
NonResidential,47.67923,1,1.04,23.52,22522,Self-Storage Facility,1947,NORTHEAST,-122.31715,3,Self-Storage Facility,75
NonResidential,47.67984,1,0.06,1.51,24295,Worship Facility,1946,NORTHEAST,-122.27739,1,Worship Facility,53
NonResidential,47.68061,1,1.67,34.04,20385,Worship Facility,1950,NORTHEAST,-122.29002,2,Worship Facility,65
NonResidential,47.68109,1,0.94,67.65,72000,Other,2013,NORTHEAST,-122.2618,1,Other - Recreation,75
NonResidential,47.68164,1,0.65,21.93,33589,Worship Facility,1914,BALLARD,-122.3753,2,Worship Facility,90
NonResidential,47.68217,1,4.76,364.27,76585,Supermarket / Grocery Store,1997,NORTHEAST,-122.31675,1,Supermarket/Grocery Store,18
NonResidential,47.6824,1,1.08,32.72,30287,Medical Office,1960,NORTHEAST,-122.26223,0,Medical Office,32
NonResidential,47.68254,1,6.62,145.11,21931,Small- and Mid-Sized Office,1960,NORTHEAST,-122.26299,0,Office,32
NonResidential,47.68269,1,6.7,219.93,32822,Supermarket / Grocery Store,1965,NORTHEAST,-122.28912,1,Supermarket/Grocery Store,42
NonResidential,47.68351,1,0.74,30.99,41600,Worship Facility,1951,NORTHWEST,-122.35482,2,Worship Facility,58
NonResidential,47.68454,1,1.02,391.7,384772,Warehouse,1940,NORTHEAST,-122.26235,0,Non-Refrigerated Warehouse,69
NonResidential,47.68517,1,1.73,37.28,21562,Worship Facility,1956,BALLARD,-122.38733,2,Worship Facility,20
NonResidential,47.68541,1,10.41,416.07,39971,Other,1928,NORTHEAST,-122.27097,3,Other,75
NonResidential,47.68566,1,1.9,86.81,45680,Worship Facility,1908,NORTH,-122.31849,3,Worship Facility,79
NonResidential,47.68576,1,2.09,43.84,21022,Worship Facility,1922,NORTHWEST,-122.35481,2,Worship Facility,54
NonResidential,47.68582,1,0.31,17.08,55912,Mixed Use Property,1996,NORTHWEST,-122.33709,3,Parking,75
NonResidential,47.68602,1,1.58,32.63,20678,Small- and Mid-Sized Office,1960,NORTHWEST,-122.35674,1,Office,98
NonResidential,47.68642,1,3.69,106.45,28820,K-12 School,1922,NORTHWEST,-122.35707,3,K-12 School,43
NonResidential,47.68752,1,0.86,27.14,31386,Worship Facility,2000,NORTHEAST,-122.29852,2,Worship Facility,52
NonResidential,47.68891,1,1.42,247.85,175015,K-12 School,1954,NORTHWEST,-122.33553,3,K-12 School,95
NonResidential,47.6899,1,7.18,326.74,45522,Supermarket / Grocery Store,1994,BALLARD,-122.37619,1,Supermarket/Grocery Store,22
NonResidential,47.69061,1,0.28,14.17,51000,Retail Store,1953,NORTHWEST,-122.35731,1,Retail Store,95
NonResidential,47.69061,1,0.82,19.51,23923,K-12 School,1931,NORTH,-122.31992,2,K-12 School,69
NonResidential,47.69066,1,0.8,21.46,26853,Retail Store,1952,NORTHEAST,-122.29023,1,Retail Store,68
NonResidential,47.6917,1,1.42,46.44,32810,Retail Store,1989,BALLARD,-122.37617,1,Retail Store,66
NonResidential,47.69197,1,2.07,293.56,141890,Supermarket / Grocery Store,1970,NORTHWEST,-122.35877,1,Supermarket/Grocery Store,91
NonResidential,47.69267,1,7.12,414.43,58184,Supermarket / Grocery Store,2003,NORTHWEST,-122.35506,1,Supermarket/Grocery Store,41
NonResidential,47.69274,1,3.04,77.23,25384,Retail Store,1993,BALLARD,-122.37602,1,Retail Store,11
NonResidential,47.69316,1,0.25,12.22,48179,Self-Storage Facility,2006,NORTHEAST,-122.30487,6,Self-Storage Facility,75
NonResidential,47.694,1,1.95,85.15,43645,K-12 School,1949,NORTHEAST,-122.28967,2,K-12 School,71
NonResidential,47.69734,1,0.3,19.77,66704,Mixed Use Property,1972,NORTHWEST,-122.34639,1,Other - Education,75
NonResidential,47.69766,1,3.61,152.14,42172,Mixed Use Property,1926,BALLARD,-122.37346,1,Other - Education,75
NonResidential,47.69814,1,0.64,34,53472,Warehouse,1948,NORTHWEST,-122.34295,2,Non-Refrigerated Warehouse,75
NonResidential,47.69875,1,13.88,480.9,34636,Senior Care Community,1966,BALLARD,-122.36725,2,Senior Care Community,3
NonResidential,47.69883,1,4.44,135.81,30610,Other,1979,NORTH,-122.32479,1,Other - Recreation,75
NonResidential,47.69898,1,0.99,24.97,25111,Small- and Mid-Sized Office,1982,NORTHWEST,-122.34162,3,Office,77
NonResidential,47.69917,1,0.32,38.59,122250,Large Office,1983,NORTH,-122.3268,5,Office,93
NonResidential,47.6993,1,0.6,54.18,90266,Other,1987,NORTH,-122.32378,5,Financial Office,18
NonResidential,47.69999,1,0.47,42.03,88774,Small- and Mid-Sized Office,1979,NORTH,-122.32663,6,Office,53
NonResidential,47.70007,1,0.26,6.99,26930,Medical Office,1980,NORTH,-122.32533,2,Medical Office,64
NonResidential,47.70008,1,0.26,6.42,24291,Small- and Mid-Sized Office,1974,NORTH,-122.30321,2,Office,87
NonResidential,47.70053,1,0.18,3.67,20738,Retail Store,1958,NORTH,-122.3038,2,Retail Store,44
NonResidential,47.70063,1,0.62,33.06,53730,Small- and Mid-Sized Office,1979,NORTH,-122.32487,4,Office,20
NonResidential,47.70079,1,0.62,24.88,39927,Small- and Mid-Sized Office,1974,NORTH,-122.32714,3,Office,38
NonResidential,47.70087,1,1.28,49.62,38745,Medical Office,1968,NORTH,-122.32379,2,Medical Office,76
NonResidential,47.70105,1,0.48,35.8,74880,Small- and Mid-Sized Office,1974,NORTH,-122.32659,5,Office,56
NonResidential,47.70175,1,0.21,6.41,30948,Mixed Use Property,2000,NORTH,-122.30269,4,Office,75
NonResidential,47.70178,1,1.2,292.8,244500,Senior Care Community,2009,NORTH,-122.32352,6,Senior Care Community,100
NonResidential,47.7019,1,6.31,384.27,60880,Supermarket / Grocery Store,1956,NORTHWEST,-122.36374,1,Supermarket/Grocery Store,54
NonResidential,47.70197,1,0.58,19.43,33392,Other,1986,NORTHWEST,-122.34219,1,Movie Theater,75
NonResidential,47.70224,1,3.51,158.63,45155,Supermarket / Grocery Store,1986,NORTHWEST,-122.34409,1,Supermarket/Grocery Store,6
NonResidential,47.70281,1,0.39,162.41,419848,Other,2008,NORTH,-122.32532,6,Parking,75
NonResidential,47.70281,1,0.63,44.97,71874,Self-Storage Facility,1990,NORTHWEST,-122.35623,2,Self-Storage Facility,75
NonResidential,47.70349,1,0.18,4.35,24696,Small- and Mid-Sized Office,1983,NORTHWEST,-122.33424,3,Office,87
NonResidential,47.7044,1,0.65,18.5,28385,Medical Office,1986,NORTH,-122.32285,2,Medical Office,1
NonResidential,47.70449,1,2.22,295.48,133298,Medical Office,1961,NORTHWEST,-122.33272,3,Medical Office,21
NonResidential,47.70558,1,0.33,11.39,34759,Medical Office,1979,NORTHWEST,-122.33486,2,Medical Office,81
NonResidential,47.70619,1,0.53,66.3,124342,Retail Store,1965,NORTH,-122.32586,4,Retail Store,76
NonResidential,47.7066,1,4.27,231.53,54224,Other,1964,NORTH,-122.321,3,Other/Specialty Hospital,75
NonResidential,47.70676,1,1.16,33.42,28841,Medical Office,1988,NORTH,-122.32264,3,Medical Office,55
NonResidential,47.70708,1,0.32,13.25,41615,Retail Store,1966,NORTH,-122.32251,1,Retail Store,69
NonResidential,47.70732,1,0.51,44.35,86483,Small- and Mid-Sized Office,1981,NORTHWEST,-122.33279,6,Office,56
NonResidential,47.70744,1,3.4,293.55,86400,Small- and Mid-Sized Office,1974,NORTHWEST,-122.33171,5,Office,53
NonResidential,47.70747,1,0.09,2.34,24982,Retail Store,1965,NORTH,-122.32249,1,Retail Store,99
NonResidential,47.70759,1,0.43,129.29,302812,Retail Store,1950,NORTH,-122.3255,2,Retail Store,97
NonResidential,47.70759,1,0.54,91.1,168619,Retail Store,1965,NORTH,-122.3255,2,Retail Store,78
NonResidential,47.70759,1,1.36,723.47,530039,Retail Store,1951,NORTH,-122.3255,1,Retail Store,98
NonResidential,47.70782,2,0.03,0.86,33344,Self-Storage Facility,1977,NORTH,-122.31873,2,Self-Storage Facility,75
NonResidential,47.70793,1,0.31,8.44,27574,Small- and Mid-Sized Office,1982,NORTHWEST,-122.33316,2,Office,73
NonResidential,47.70799,1,0.2,16.27,80360,Warehouse,1987,NORTH,-122.30185,4,Non-Refrigerated Warehouse,96
NonResidential,47.70833,1,0.05,1.59,29400,Warehouse,1972,NORTHWEST,-122.34429,1,Non-Refrigerated Warehouse,69
NonResidential,47.70842,1,0.23,17.24,76105,Small- and Mid-Sized Office,1987,NORTHWEST,-122.3332,3,Office,91
NonResidential,47.70868,1,0.64,14.64,23022,Small- and Mid-Sized Office,1980,NORTH,-122.30089,4,Office,78
NonResidential,47.70883,1,3.14,70.92,22583,Senior Care Community,1954,NORTH,-122.28887,1,Senior Care Community,95
NonResidential,47.70887,1,0.3,49.28,161789,Other,2005,NORTHWEST,-122.33494,3,Parking,75
NonResidential,47.70901,1,1.31,28.78,21936,Worship Facility,1951,NORTHWEST,-122.35498,2,Worship Facility,96
NonResidential,47.70911,1,0.33,99.14,303255,Other,2000,NORTH,-122.32529,5,Parking,75
NonResidential,47.70916,1,3.21,208.26,64893,Hotel,1968,NORTHWEST,-122.33216,4,Hotel,70
NonResidential,47.7094,1,0.47,46.49,98539,Other,1969,NORTH,-122.31843,2,Strip Mall,75
NonResidential,47.70941,1,7.57,338.58,44755,Supermarket / Grocery Store,1996,NORTH,-122.31707,1,Supermarket/Grocery Store,56
NonResidential,47.70956,1,1.51,83.7,55442,Other,1996,NORTHWEST,-122.3345,3,Financial Office,72
NonResidential,47.70969,5,7.97,184.6,23166,Other,1970,NORTHWEST,-122.34557,1,Other,75
NonResidential,47.70983,1,1.38,44.28,32009,Mixed Use Property,1952,NORTH,-122.31865,2,Non-Refrigerated Warehouse,75
NonResidential,47.71069,1,1.89,82.57,43661,Senior Care Community,1998,NORTH,-122.32674,5,Senior Care Community,4
NonResidential,47.7126,1,0.52,33.22,63909,Medical Office,2005,NORTHWEST,-122.33782,3,Medical Office,75
NonResidential,47.71286,1,0.1,6.32,64660,Warehouse,1986,NORTHWEST,-122.34422,3,Non-Refrigerated Warehouse,89
NonResidential,47.71286,1,11.57,619.9,53575,Other,2012,NORTHWEST,-122.33635,2,Urgent Care/Clinic/Other Outpatient,75
NonResidential,47.71387,1,2.37,55.06,23222,K-12 School,1938,NORTHWEST,-122.3535,2,K-12 School,62
NonResidential,47.7139,1,0.91,31.94,35115,Other,2009,NORTH,-122.29794,3,Automobile Dealership,75
NonResidential,47.71417,1,2.9,295.12,101830,Retail Store,1995,NORTHWEST,-122.34256,1,Retail Store,60
NonResidential,47.71425,8,7.89,3278.11,415632,Hospital,1966,NORTHWEST,-122.33689,1,Hospital (General Medical & Surgical),85
NonResidential,47.71479,1,0.88,21.87,24955,Worship Facility,2002,NORTHWEST,-122.32824,1,Worship Facility,47
NonResidential,47.7162,1,1.65,41.96,25406,Other,1960,NORTH,-122.2956,1,"Personal Services (Health/Beauty, Dry Cleaning, etc)",75
NonResidential,47.71705,1,0.97,20.96,21624,Worship Facility,1954,NORTH,-122.28577,1,Worship Facility,90
NonResidential,47.71745,1,1.19,53.21,44719,Worship Facility,1965,NORTHWEST,-122.33221,2,Worship Facility,75
NonResidential,47.71856,1,0.88,67.33,76475,Worship Facility,1961,NORTH,-122.32084,2,Worship Facility,75
NonResidential,47.71864,1,5.91,303.69,51400,Supermarket / Grocery Store,2011,NORTH,-122.312,1,Supermarket/Grocery Store,74
NonResidential,47.71895,1,0.97,49.09,50759,Small- and Mid-Sized Office,1972,NORTH,-122.29475,5,Office,62
NonResidential,47.719,1,1.18,44.26,37500,Small- and Mid-Sized Office,1931,NORTH,-122.29966,2,Office,58
NonResidential,47.71923,1,1.91,62.94,32961,K-12 School,1988,NORTH,-122.32171,2,K-12 School,86
NonResidential,47.72004,1,1.01,40.22,39815,Small- and Mid-Sized Office,1951,NORTHWEST,-122.34418,2,Office,62
NonResidential,47.72032,1,6.01,134.57,22405,Other,1949,NORTH,-122.29507,1,Other,75
NonResidential,47.72039,1,2.99,111.73,37377,Other,1947,NORTH,-122.29729,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",75
NonResidential,47.72051,1,0.12,2.69,21936,Warehouse,1977,NORTH,-122.30103,1,Non-Refrigerated Warehouse,100
NonResidential,47.72053,1,0.84,110.46,131387,Retail Store,1997,NORTHWEST,-122.34739,1,Retail Store,72
NonResidential,47.72065,1,1.57,32.86,20909,Other,2009,NORTHWEST,-122.34318,1,Other - Public Services,75
NonResidential,47.72083,1,1.47,44.26,30160,Other,1969,NORTH,-122.29979,1,Other,75
NonResidential,47.72178,1,0.05,1.86,39350,Mixed Use Property,1979,NORTH,-122.29498,1,Supermarket/Grocery Store,75
NonResidential,47.72183,1,0.22,10.36,48112,Warehouse,1972,NORTHWEST,-122.34328,1,Non-Refrigerated Warehouse,73
NonResidential,47.72286,1,0.11,2.28,20088,Retail Store,1979,NORTHWEST,-122.34612,2,Retail Store,75
NonResidential,47.72288,1,2.45,49.58,20236,Other,1961,NORTHWEST,-122.34065,1,Other - Recreation,75
NonResidential,47.72337,1,1.41,36.74,26115,Retail Store,1998,NORTHWEST,-122.34373,1,Retail Store,43
NonResidential,47.7235,1,3.17,158.92,50083,Supermarket / Grocery Store,1997,NORTHWEST,-122.34458,1,Supermarket/Grocery Store,78
NonResidential,47.72356,2,0.57,28.58,50368,Self-Storage Facility,1988,NORTH,-122.29378,2,Self-Storage Facility,75
NonResidential,47.7237,1,0.9,277.98,308965,Supermarket / Grocery Store,1995,NORTH,-122.29232,2,Supermarket/Grocery Store,78
NonResidential,47.72377,1,0.11,10.24,94400,Warehouse,1999,NORTHWEST,-122.34095,3,Non-Refrigerated Warehouse,38
NonResidential,47.72426,1,6.52,609.1,93397,Senior Care Community,1970,NORTHWEST,-122.35599,2,Senior Care Community,1
NonResidential,47.72471,1,1.38,127.1,92080,Other,1964,NORTHWEST,-122.3412,2,Other,75
NonResidential,47.7249,1,4.85,553.27,114000,Retail Store,1967,NORTHWEST,-122.34332,1,Retail Store,79
NonResidential,47.72546,6,2.02,226.43,111900,Other,1964,NORTHWEST,-122.34659,1,Strip Mall,75
NonResidential,47.72551,1,1.29,89.02,69138,Hotel,2002,NORTHWEST,-122.3423,3,Hotel,78
NonResidential,47.72558,1,0.08,1.85,22047,Worship Facility,1962,NORTHWEST,-122.3578,1,Worship Facility,100
NonResidential,47.72599,1,1.74,67.52,38787,Other,1976,NORTH,-122.29314,2,Automobile Dealership,75
NonResidential,47.72618,1,3.97,203.73,51298,Senior Care Community,1954,NORTHWEST,-122.35642,2,Senior Care Community,85
NonResidential,47.72644,1,3.93,176.79,45000,Other,2007,NORTHWEST,-122.34338,2,Other - Recreation,75
NonResidential,47.72726,1,2.13,104.91,49252,K-12 School,1999,NORTHWEST,-122.32835,2,K-12 School,23
NonResidential,47.72736,1,0.5,24.02,48139,Retail Store,1968,NORTHWEST,-122.34579,1,Retail Store,98
NonResidential,47.72777,1,0,0,29924,Other,2002,NORTHWEST,-122.34503,1,Other - Education,75
NonResidential,47.72803,1,1.64,237.39,144776,Supermarket / Grocery Store,1984,NORTHWEST,-122.34214,1,Wholesale Club/Supercenter,56
NonResidential,47.729,1,1.4,58.52,41704,Hotel,1990,NORTHWEST,-122.34473,4,Hotel,73
NonResidential,47.72912,1,0.93,48.65,52311,Warehouse,1960,NORTHWEST,-122.34677,1,Non-Refrigerated Warehouse,96
NonResidential,47.72986,1,0.09,2.86,33580,Small- and Mid-Sized Office,1985,NORTH,-122.29278,3,Office,100
NonResidential,47.73141,1,2.48,127.29,51390,Hotel,2001,NORTHWEST,-122.3458,4,Hotel,89
