BuildingType,ENERGYSTARScore,Electricity(kBtu),DefaultData,SourceEUI(kBtu/sf),SiteEUI(kBtu/sf),TotalGHGEmissions,SteamUse(kBtu),SiteEnergyUseWN(kBtu),YearBuilt,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),PropertyGFATotal,Electricity(kWh),NumberofFloors,PrimaryPropertyType,Longitude,NumberofBuildings,GHGEmissionsIntensity,Latitude,SiteEnergyUse(kBtu),NaturalGas(kBtu),NaturalGas(therms),LargestPropertyUseType
NonResidential,75,839832,0,148.1999969,79.59999847,75.99,0,2370772.25,1910,87.30000305,157.6000061,29340,246140.7031,3,Mixed Use Property,-122.34565,1,2.59,47.61252,2160420,1320588,13205.87988,Office
NonResidential,75,842032,0,97.59999847,51.79999924,73,0,2188575.25,1919,53.79999924,99.40000153,40686,246785.5,3,Restaurant,-122.33808,1,1.79,47.62354,2106073.5,1264041,12640.41016,Restaurant
NonResidential,75,844482,0,91.69999695,33.29999924,16.04,0,1083153.75,1931,34.79999924,93,47554,247503.4063,1,Warehouse,-122.37582,1,0.34,47.6331,1035554.688,191073,1910.729858,Non-Refrigerated Warehouse
NonResidential,75,844864,0,66.19999695,33.09999847,59.34,0,2088978.125,1973,37.29999924,70.69999695,56000,247615.5938,3,Other,-122.39631,1,1.06,47.67767,1851260.5,1006396,10063.95996,Other
NonResidential,75,849654,0,103.0999985,36.70000076,14.49,0,1039085.375,2006,37.70000076,105.8000031,39926,249019.2031,4,Small- and Mid-Sized Office,-122.351,1,0.36,47.65178,1010967.688,161314,1613.140015,Office
NonResidential,75,851657,0,128.1000061,55,34.62,0,1500695.375,1997,59.29999924,135.5,32282,249606.4063,4,Mixed Use Property,-122.29978,1,1.07,47.66827,1391714.25,540057,5400.570313,Multifamily Housing
NonResidential,75,855665,0,132.3999939,42.20000076,5.97,0,855665.125,1959,42.20000076,132.3999939,20296,250781.0938,2,Self-Storage Facility,-122.29505,1,0.29,47.66353,855665.125,0,0,Self-Storage Facility
NonResidential,75,858099,0,135.8000031,55,27.41,0,1365716.125,1945,59.5,141.1000061,22135,251494.5,2,Mixed Use Property,-122.29342,1,1.24,47.66246,1261634.5,403535,4035.350098,Medical Office
NonResidential,75,861621,0,155.6000061,79.59999847,65.89,0,2044286.625,1964,81.80000305,157.8999939,25000,252526.5938,1,Warehouse,-122.33289,1,2.64,47.55317,1989103.875,1127483,11274.83008,Non-Refrigerated Warehouse
NonResidential,75,864104,0,154.6999969,71.59999847,46.45,0,1589717.125,1989,70,149.8000031,23472,253254.2969,2,Small- and Mid-Sized Office,-122.32196,1,1.98,47.59727,1625308.625,761205,7612.049805,Office
NonResidential,75,868162,0,32,10.69999981,9.91,0,940844.6875,2014,10.69999981,32,101580,254443.5938,4,Self-Storage Facility,-122.29139,1,0.1,47.57054,940844.6875,72683,726.8301392,Self-Storage Facility
NonResidential,75,873222,0,29.29999924,9.300000191,6.09,0,940359.1875,1964,10,31.5,93660,255926.7031,5,Self-Storage Facility,-122.33238,1,0.07,47.61591,873221.875,0,0,Self-Storage Facility
NonResidential,75,876004,0,117.0999985,38.79999924,9.09,0,952583.5,1912,39.70000076,118,24000,256742.2031,3,Mixed Use Property,-122.32034,1,0.38,47.6139,932083.5,56079,560.789978,Office
NonResidential,75,877955,0,133.1999969,50.5,20.76,0,1213909.875,1913,53.09999847,135.8000031,22866,257313.9063,3,Small- and Mid-Sized Office,-122.31859,1,0.91,47.61435,1153690.125,275735,2757.350342,Office
NonResidential,75,882896,0,59,18.79999924,6.16,0,882896.5,1948,18.79999924,59,46970,258762.0938,1,Warehouse,-122.37507,1,0.13,47.65649,882896.5,0,0,Non-Refrigerated Warehouse
NonResidential,75,886222,0,78.69999695,31,25.09,0,1343671,1961,33.5,81,41895,259736.9063,1,Warehouse,-122.32307,1,0.6,47.5478,1242311.5,356089,3560.890137,Non-Refrigerated Warehouse
NonResidential,75,902081,0,195.6999969,118,122.71,0,3315521.5,1971,126.4000015,205.3000031,26232,264384.8125,1,Other,-122.33592,1,4.68,47.52956,3094090,2192009,21920.08984,Other - Services
NonResidential,75,907206,0,131,50.59999847,23.62,0,1297406.125,1937,53.29999924,133.8000031,24430,265886.8125,2,Refrigerated Warehouse,-122.33539,1,0.97,47.58999,1232822.875,325617,3256.170166,Refrigerated Warehouse
NonResidential,75,908543,0,84.90000153,37.09999847,39.25,0,1633524.125,1937,39.59999847,87,39036,266278.5938,2,Small- and Mid-Sized Office,-122.33624,1,1.01,47.57595,1528295.75,619753,6197.529785,Office
NonResidential,75,910718,0,139.5,44.40000153,6.35,0,973080.1875,1999,47.5,149.1000061,28844,266916.3125,4,Small- and Mid-Sized Office,-122.36537,1,0.22,47.65804,910718.6875,0,0,Office
NonResidential,75,911763,0,58,27.20000076,51.14,0,1892122.25,1951,29.29999924,60.29999924,36825,267222.4063,2,K-12 School,-122.31253,1,1.39,47.61395,1755072.75,843310,8433.100586,K-12 School
NonResidential,75,919746,0,123.0999985,39.20000076,6.41,0,975936.5,2000,41.59999847,130.6000061,30948,269562.1875,4,Mixed Use Property,-122.30269,1,0.21,47.70175,919746.3125,0,0,Office
NonResidential,75,921235,0,93.69999695,40.29999924,37.65,0,1594851.25,1997,42.59999847,96.09999847,40189,269998.5,1,Other,-122.35067,1,0.94,47.56319,1509292,588057,5880.569824,Other - Utility
NonResidential,75,924449,0,176.5,81.69999695,49.79,0,1778251.875,1981,83.5,182,23513,270940.5938,4,Residence Hall,-122.34418,1,2.12,47.63651,1740568.25,816119,8161.189941,Residence Hall/Dormitory
NonResidential,75,930084,0,107.3000031,41.90000153,25.53,0,1361277.25,1917,44.29999924,109.8000031,30720,272592.0938,3,Small- and Mid-Sized Office,-122.31724,1,0.83,47.61459,1288669.5,358585,3585.850098,Office
NonResidential,75,939974,0,58,31.39999962,87.41,0,2846592,1927,36.29999924,64.80000305,78401,275490.5938,2,Worship Facility,-122.31224,1,1.11,47.6645,2462408.25,1522434,15224.33984,Worship Facility
NonResidential,75,950029,0,184.6999969,87.69999695,55.95,0,1980961.25,1993,92.40000153,188,25194,278437.5,3,Retail Store,-122.32658,1,2.22,47.63246,1878742.875,928714,9287.139648,Retail Store
NonResidential,75,953635,0,81.90000153,35,38.13,0,1679541.25,2010,38,87.09999847,44162,279494.4063,2,Other,-122.3432804,1,0.86,47.51377011,1546484.875,592850,5928.5,Pre-school/Daycare
NonResidential,75,955967,0,75,34.40000153,49.9,0,1901429.125,2000,37,77,53040,280178,1,Other,-122.335,1,0.94,47.55787,1770027.5,814060,8140.600098,Other
NonResidential,75,957761,0,136.6999969,77.40000153,145.48,1165335.75,3269279.75,1922,83.09999847,143.3999939,39320,280703.5938,3,Other,-122.33186,1,3.7,47.60781,3042875.5,919779,9197.790039,Social/Meeting Hall
NonResidential,75,969591,0,136,57.79999924,37.83,0,1658135.375,2004,61.59999847,139.3000031,21947,284170.9063,3,Mixed Use Property,-122.32937,1,1.72,47.5823,1554599.25,585008,5850.080078,Other
NonResidential,75,973907,0,106.4000015,66.40000153,150.88,0,3904791.25,1908,70.30000305,110.5,55520,285435.8125,4,Mixed Use Property,-122.32,1,2.72,47.61505,3686962.25,2713055,27130.55078,Office
NonResidential,75,975561,0,123.5,42.40000153,13.14,0,1115775.5,1928,43.20000076,123.1999969,30000,285920.5,2,Other,-122.38627,1,0.44,47.66908,1094940.75,119380,1193.800171,Strip Mall
NonResidential,75,981009,0,107,34.09999847,6.84,0,981009.125,1900,34.09999847,107,22480,287517.3125,3,Mixed Use Property,-122.32717,1,0.3,47.599,981009.125,0,0,Office
NonResidential,75,981638,0,153.1000061,73.69999695,60.67,0,2151546.25,1909,79.40000153,159.1999969,27085,287701.5,3,Mixed Use Property,-122.38175,1,2.24,47.66852,1995131.75,1013494,10134.93945,Strip Mall
NonResidential,75,982475,0,177.1000061,80.5,49.44,0,1904848.25,1900,85.90000153,182.8999939,22168,287947,3,Mixed Use Property,-122.3315077,1,2.23,47.59901628,1784385.25,801910,8019.099609,Multifamily Housing
NonResidential,75,1011283,0,70.19999695,31.5,48.5,0,2015776.625,1928,35.40000153,74.40000153,56876,296390.1875,2,Distribution Center,-122.32848,1,0.85,47.5794,1791715.625,780432,7804.320313,Distribution Center
NonResidential,75,1011965,0,109.9000015,35,7.05,0,1080492.375,2004,37.40000153,117.4000015,35176,296590,5,Mixed Use Property,-122.37056,1,0.2,47.57269,1011965.375,0,0,Office
NonResidential,75,1051644,0,130.6000061,77.90000153,137.66,0,3769240.5,1991,83.80000305,136.8000031,45000,308219.1875,1,Other,-122.30207,1,3.06,47.61674,3505497,2453853,24538.52734,Fitness Center/Health Club/Gym
NonResidential,75,1056782,0,59,18.79999924,7.37,0,1056782.125,1907,18.79999924,59,56270,309725.0938,4,Distribution Center,-122.33371,1,0.13,47.59363,1056782.125,0,0,Distribution Center
NonResidential,75,1057542,0,170.6000061,74.80000305,46.48,0,1945839.625,1919,81.09999847,177.3000031,25920,309947.9063,2,Small- and Mid-Sized Office,-122.34324,1,1.79,47.61297,1793851.375,736309,7363.089355,Office
NonResidential,75,1064725,0,158.5,69.09999847,45.79,0,1853911.875,1969,71.69999695,162.3000031,25872,312053,2,Small- and Mid-Sized Office,-122.32635,1,1.77,47.55145,1787119,722394,7223.94043,Office
NonResidential,75,1069041,0,178.3000031,71.30000305,32.42,0,1514428.75,1993,70.09999847,174.6999969,21600,313318.0938,3,Small- and Mid-Sized Office,-122.32599,1,1.5,47.59819,1539176.625,470135,4701.350098,Office
NonResidential,75,1069795,0,131.3999939,53.70000076,35.72,0,1624991.375,1904,54.5,131.3999939,29820,313539.0938,6,Other,-122.33057,1,1.2,47.60055,1601955.625,532160,5321.600098,Other - Lodging/Residential
NonResidential,75,1075503,0,108.0999985,38.70000076,18.76,0,1355968.5,1900,40.70000076,109.8000031,33300,315212,4,Small- and Mid-Sized Office,-122.33459,1,0.56,47.60023,1287497.375,211994,2119.939941,Office
NonResidential,75,1077101,0,211.1999969,111.4000015,91.69,0,2800725,1924,117.1999969,219.1000061,24476,315680.3125,2,Mixed Use Property,-122.3253,1,3.75,47.61426,2662054.25,1584953,15849.53027,Fitness Center/Health Club/Gym
NonResidential,75,1078845,0,153,85.40000153,111.73,0,3515178.25,1947,98.69999695,167,37377,316191.3125,1,Other,-122.29729,1,2.99,47.72039,3040978,1962133,19621.33008,"Repair Services (Vehicle, Shoe, Locksmith, etc)"
NonResidential,75,1095970,0,167.5,78.19999695,60.93,0,2139205.25,1900,79.69999695,169,26830,321210.4063,3,Small- and Mid-Sized Office,-122.33115,1,2.27,47.59954,2099386.75,1003417,10034.16992,Office
NonResidential,75,1110079,0,324,189.1000061,134.57,0,3556717.25,1949,192.3000031,326.2000122,22405,325345.4063,1,Other,-122.29507,1,6.01,47.72032,3498214.75,2388136,23881.36133,Other
NonResidential,75,1121537,0,166.1000061,52.90000153,7.82,0,1172535.25,1901,55.29999924,173.6000061,23032,328703.8125,4,Small- and Mid-Sized Office,-122.38416,1,0.34,47.66691,1121537.75,0,0,Office
NonResidential,75,1123427,0,198.3999939,81,37.31,0,1695247.625,1960,81.80000305,199.3000031,20539,329257.5,4,Mixed Use Property,-122.38788,1,1.82,47.6684,1678458.75,555032,5550.319824,Retail Store
NonResidential,75,1126394,0,130.1999969,53.90000153,39.65,0,1886366.625,1946,58.90000153,135.5,31360,330127.1875,2,Other,-122.33358,1,1.26,47.5661,1725108.25,598714,5987.140137,Other - Entertainment/Public Assembly
NonResidential,75,1133481,0,140.8000031,47.09999847,12.48,0,1212529.75,1969,46.79999924,138.8000031,25920,332204.1875,1,Distribution Center,-122.30645,1,0.48,47.58513,1219744.75,86264,862.6401367,Distribution Center
NonResidential,75,1147678,0,124,51.40000153,40.42,0,1840153.25,1954,53.79999924,126.5,35222,336365.3125,1,Mixed Use Property,-122.32352,1,1.15,47.57019,1758134.625,610456,6104.560059,Non-Refrigerated Warehouse
NonResidential,75,1152375,0,73.09999847,30.39999962,41.18,0,1916863.375,1904,32.79999924,75.5,58970,337741.6875,4,Small- and Mid-Sized Office,-122.33368,1,0.7,47.59486,1776411.75,624037,6240.369629,Office
NonResidential,75,1187424,0,224.6000061,97.09999847,49.58,0,2089365.125,1961,103.1999969,236.1999969,20236,348014.0938,1,Other,-122.34065,1,2.45,47.72288,1965182.25,777758,7777.580078,Other - Recreation
NonResidential,75,1208035,0,143.6999969,45.79999924,8.42,0,1186733.125,1992,45,141.1999969,26389,354054.9063,3,Small- and Mid-Sized Office,-122.37787,1,0.32,47.65018,1208035.375,0,0,Office
NonResidential,75,1218112,0,147.3999939,46.90000153,8.49,0,1218112,1928,46.90000153,147.3999939,25955,357008.1875,2,Warehouse,-122.30519,1,0.33,47.5867,1218112,0,0,Non-Refrigerated Warehouse
NonResidential,75,1218294,0,257.7000122,161.3000031,190.45,0,4644346,1908,161.3000031,257.7000122,28800,357061.5,3,Hotel,-122.32394,1,6.61,47.59766,4644346,3426052,34260.51953,Hotel
NonResidential,75,1221601,0,250.5,160.1999969,207.6,0,5231756.5,1955,168.6999969,259.3999939,31020,358030.9063,2,Restaurant,-122.34925,1,6.69,47.61468,4970047,3748445,37484.44922,Restaurant
NonResidential,75,1241985,0,199.6999969,75.80000305,29.62,0,1636649.125,1917,75.80000305,199.6999969,21600,364005,2,Small- and Mid-Sized Office,-122.35016,1,1.37,47.61402,1636649.125,394664,3946.640625,Office
NonResidential,75,1244691,0,146,65.80000305,60.88,0,2339649.75,1927,69.09999847,149.5,33840,364798.0938,2,Warehouse,-122.34913,1,1.8,47.64965,2227638.25,982947,9829.470703,Non-Refrigerated Warehouse
NonResidential,75,1257774,0,195.1000061,62.09999847,8.77,0,1230670.25,1916,60.79999924,190.8999939,25920,368632.5938,2,Other,-122.33924,1,0.34,47.60849,1257774.625,0,0,Other - Entertainment/Public Assembly
NonResidential,75,1270124,0,157.3000031,62.79999924,38.21,0,1904055.75,1953,65.59999847,158.5,33910,372252.0938,4,Retail Store,-122.31279,1,1.13,47.66188,1822834.25,552710,5527.100098,Retail Store
NonResidential,75,1280095,0,287.6000061,118.4000015,43.91,0,1956121.125,1900,119.4000015,285.2999878,38675,375174.3125,3,Small- and Mid-Sized Office,-122.33201,1,1.14,47.59954,1938776.75,658682,6586.819824,Office
NonResidential,75,1289233,0,154.1999969,70,64.75,0,2499644.75,1979,74.80000305,159.3000031,33320,377852.5938,1,Warehouse,-122.33064,1,1.94,47.52549,2339234,1050001,10500.01074,Non-Refrigerated Warehouse
NonResidential,75,1292155,0,136.3999939,62,65.01,0,2346692.5,2015,62,136.3999939,37873,378709.0938,5,Small- and Mid-Sized Office,-122.31774,1,1.72,47.61371,2346692.5,1054537,10545.37012,Office
NonResidential,75,1295854,0,147.1000061,61.09999847,46.01,0,2217613.5,1947,68,154.3999939,30496,379793.0938,1,Mixed Use Property,-122.33362,1,1.51,47.56555,1992158.25,696304,6963.040039,Retail Store
NonResidential,75,1310236,0,61.20000076,19.5,9.13,0,1310236.625,1930,19.5,61.20000076,67224,384008.3125,2,Other,-122.33081,1,0.14,47.615,1310236.625,0,0,Automobile Dealership
NonResidential,75,1311669,0,83.69999695,34.70000076,46.26,0,2095175.25,1910,36.09999847,85.19999695,72820,384428.3125,4,Other,-122.32283,1,0.64,47.59809,2010454.625,698785,6987.850098,Museum
NonResidential,75,1314572,0,185.6000061,91.19999695,94.85,230989.2969,2974354.25,1920,96,195.3999939,30971,385279.0938,3,Other,-122.32721,1,3.06,47.61109,2823184,1277622,12776.21973,Other
NonResidential,75,1319044,0,288.8999939,157.8999939,126.78,0,3625967.75,1923,162,292.1000061,22381,386589.8125,3,Restaurant,-122.33904,1,5.66,47.61332,3532966.5,2213922,22139.2207,Restaurant
NonResidential,75,1323792,0,0,89.19999695,9.23,0,4821852,1909,90.90000153,0,49299,387981.3125,3,Mixed Use Property,-122.32487,1,0.19,47.59737,4729846.5,0,0,Office
NonResidential,75,1333290,0,133.1000061,42.40000153,9.29,0,1314474.5,1912,41.79999924,131.1999969,34914,390764.8125,2,Mixed Use Property,-122.3193,1,0.27,47.61421,1333289.625,0,0,Retail Store
NonResidential,75,1340993,0,131.5,53.59999847,44.28,0,2177737,1952,58.40000153,136.6000061,32009,393022.5938,2,Mixed Use Property,-122.31865,1,1.38,47.70983,1998725.25,657732,6577.320313,Non-Refrigerated Warehouse
NonResidential,75,1351268,0,93.09999847,29.60000038,9.42,0,1329148.25,1914,29.20000076,91.5,45594,396033.9063,2,Refrigerated Warehouse,-122.32705,1,0.21,47.56067,1351267.875,0,0,Refrigerated Warehouse
NonResidential,75,1352843,0,106.5,61.5,157.77,0,4703690,1906,69.80000305,115.9000015,87262,396495.6875,3,Small- and Mid-Sized Office,-122.33118,1,1.81,47.6641,4145920.5,2793077,27930.77148,Office
NonResidential,75,1355021,0,53.90000153,20.5,46.56,480784,1916413.75,1950,21.39999962,55,91091,397133.9063,6,Small- and Mid-Sized Office,-122.33588,1,0.51,47.60542,1835804.875,0,0,Office
NonResidential,75,1358519,0,187.8000031,59.79999924,9.47,0,1358519,1977,59.79999924,187.8000031,22719,398159.0938,3,Restaurant,-122.40765,1,0.42,47.67398,1358519,0,0,Restaurant
NonResidential,75,1371703,0,127.5,53.59999847,51.39,0,2261075.5,2009,56.20000076,130.1999969,40265,402023.1875,0,Other,-122.29396,1,1.28,47.5626,2159170.25,787467,7874.669922,Pre-school/Daycare
NonResidential,75,1399582,0,112.6999969,35.90000153,9.76,0,1399581.625,2014,35.90000153,112.6999969,33648,410193.9063,3,Other,-122.31664,1,0.29,47.66414,1399581.625,0,0,Parking
NonResidential,75,1401316,0,197.1000061,62.79999924,9.77,0,1401315.875,1963,62.79999924,197.1000061,22325,410702.0938,3,Small- and Mid-Sized Office,-122.40735,1,0.44,47.6744,1401315.875,0,0,Office
NonResidential,75,1439572,0,143.8000031,45.79999924,10.04,0,1439572.375,1909,45.79999924,143.8000031,31432,421914.5,3,Small- and Mid-Sized Office,-122.32542,1,0.32,47.60105,1439572.375,0,0,Office
NonResidential,75,1450920,0,280.7000122,130.1000061,78.36,0,2830649.5,1988,134.6000061,285.3999939,21036,425240.4063,2,Mixed Use Property,-122.29153,1,3.73,47.627,2735811.5,1284891,12848.91016,Parking
NonResidential,75,1470083,0,182.6000061,61.70000076,17.6,0,1646355.25,1918,63.09999847,184.1000061,26075,430856.5938,1,Other,-122.3339,1,0.67,47.57619,1608508.75,138426,1384.259888,Other
NonResidential,75,1478979,0,136.3999939,43.40000153,10.31,0,1552850.625,1989,45.59999847,143.1999969,47415,433464,7,Small- and Mid-Sized Office,-122.34592,1,0.22,47.61161,1478979.25,0,0,Office
NonResidential,75,1486130,0,113.0999985,41.5,30.02,0,1931830.75,1971,43.20000076,114.8000031,28368,435559.9063,2,Distribution Center,-122.34695,2,1.06,47.55105,1856230.625,370100,3700.999512,Distribution Center
NonResidential,75,1500229,0,76.59999847,30.60000038,45.43,0,2331573.25,1911,33.09999847,79.19999695,70586,439691.9063,3,Self-Storage Facility,-122.35129,1,0.64,47.61351,2158629,658400,6584,Self-Storage Facility
NonResidential,75,1521297,0,148,54.79999924,31.94,0,2053325.25,2009,58.5,151.8999939,35115,445866.6875,3,Other,-122.29794,1,0.91,47.7139,1922953.25,401656,4016.560059,Automobile Dealership
NonResidential,75,1537923,0,263.5,134.5,116.94,0,3711173,1921,141.1000061,267.6000061,26300,450739.5938,2,Other,-122.33946,1,4.45,47.62643,3537841.5,1999918,19999.17773,Other - Entertainment/Public Assembly
NonResidential,75,1539066,0,88.19999695,28.10000038,10.73,0,1539066.375,2013,28.10000038,88.19999695,51552,451074.5,3,Small- and Mid-Sized Office,-122.34462,1,0.21,47.61952,1539066.375,0,0,Office
NonResidential,75,1553414,0,153.8999939,54.70000076,26.11,0,1894318.875,2007,56.29999924,155.6000061,38784,455279.5938,2,Mixed Use Property,-122.36736,1,0.67,47.65742,1841154.25,287740,2877.399902,Non-Refrigerated Warehouse
NonResidential,75,1563366,0,86.09999847,42,101.41,0,3576720,1973,46,90.30000305,76086,458196.3125,1,Other,-122.3783,1,1.33,47.63965,3267564,1704198,17041.97852,Other
NonResidential,75,1571102,0,114.0999985,40.90000153,27.92,0,1898673.75,1931,41.09999847,112.8000031,46183,460463.6875,1,Mixed Use Property,-122.32662,1,0.6,47.58874,1890502.5,319400,3194,Non-Refrigerated Warehouse
NonResidential,75,1591510,0,102.0999985,39.70000076,42.87,0,2300589,1960,41.70000076,103.5,57644,466444.8125,2,Mixed Use Property,-122.37875,1,0.74,47.65118,2189735,598225,5982.25,Office
NonResidential,75,1612547,0,203.5,86.80000305,63.89,0,2758081.75,1928,91.90000153,208.8999939,65000,472610.5,1,Mixed Use Property,-122.33084,1,0.98,47.62405,2603931.25,991384,9913.839844,Office
NonResidential,75,1623657,0,120.6999969,38.40000153,11.32,0,1623657,1924,38.40000153,120.6999969,21600,475866.5938,2,Other,-122.31715,1,0.52,47.66386,1623657,0,0,Other - Services
NonResidential,75,1657935,0,62.59999847,30.79999924,111.23,0,3847929.5,1952,33.59999847,65.5,115668,485913.0938,2,Warehouse,-122.33864,1,0.96,47.57613,3534690.75,1876755,18767.55078,Non-Refrigerated Warehouse
NonResidential,75,1676726,0,243.5,116,100.21,0,3563789.75,1948,123.6999969,251.5,41521,491420.1875,1,Other,-122.38196,1,2.41,47.56263,3343550,1666824,16668.24023,Other - Recreation
NonResidential,75,1689972,0,118.5999985,42.70000076,30.52,0,2173092.25,1962,45.40000153,122.9000015,44700,495302.4063,1,Mixed Use Property,-122.30863,1,0.68,47.54437,2042771,352799,3527.98999,Office
NonResidential,75,1699980,0,167.8000031,81.69999695,109.59,0,3647847.25,1992,84.19999695,171.3999939,47836,498235.5,3,Other,-122.32538,1,2.29,47.59549,3540225.75,1840246,18402.45898,Other - Lodging/Residential
NonResidential,75,1705403,0,101.6999969,52.29999924,132.6,0,4608482,1953,60.59999847,110.4000015,76442,499824.9063,2,Other,-122.33131,1,1.73,47.57941,3978277,2272874,22728.74023,Other
NonResidential,75,1749609,0,262.7999878,169,303.81,0,7536508.5,1900,175.8999939,270,45750,512781.1875,3,Other,-122.38263,1,6.64,47.66646,7240274,5490664,54906.64453,Other
NonResidential,75,1782740,0,143.8999939,52.09999847,33.37,0,2283131,1969,54.59999847,146.5,41790,522491.0938,2,Other,-122.33046,1,0.8,47.57383,2177075,394335,3943.349854,Social/Meeting Hall
NonResidential,75,1799412,0,151.8000031,50.5,19.04,0,2035301.25,2009,53.5,161.1000061,38075,527377.5,3,Small- and Mid-Sized Office,-122.3034,1,0.5,47.58579,1921801.25,122389,1223.890015,Office
NonResidential,75,1846842,0,86.09999847,29.79999924,26.04,0,2165173.25,1900,30.79999924,87.19999695,84750,541278.3125,4,Small- and Mid-Sized Office,-122.33379,1,0.31,47.60035,2094724.625,247883,2478.827148,Office
NonResidential,75,1858950,0,115.8000031,44.5,46.9,0,2580058.5,1958,45.90000153,117.4000015,56193,544827.1875,2,Retail Store,-122.32184,1,0.83,47.54912,2497942.75,638992,6389.919922,Retail Store
NonResidential,75,1888063,0,156.3999939,62.79999924,58.28,0,2842128,1989,65.19999695,158.8999939,197395,553359.6875,3,Senior Care Community,-122.34213,1,0.3,47.60898,2737534.5,849471,8494.709961,Senior Care Community
NonResidential,75,1901620,0,97.90000153,40.59999847,67.65,0,3198858,2013,44.40000153,101.8000031,72000,557332.875,1,Other,-122.2618,1,0.94,47.68109,2925780,1024160,10241.59961,Other - Recreation
NonResidential,75,1901857,0,257.3999939,96.09999847,41.96,0,2484501.5,1960,97.80000305,259.1000061,25406,557402.375,1,Other,-122.2956,1,1.65,47.7162,2442220,540363,5403.629395,"Personal Services (Health/Beauty, Dry Cleaning, etc)"
NonResidential,75,1911064,0,111.1999969,47.20000076,74.33,0,3284214.5,1915,50.70000076,116,63330,560100.6875,3,University,-122.32177,1,1.17,47.61495,3059758,1148694,11486.94043,College/University
NonResidential,75,1918002,0,234.6999969,99.30000305,73.52,0,3269018.5,1969,106.4000015,242.1000061,30730,562134.3125,1,Other,-122.35565,1,2.39,47.65138,3050455.25,1132453,11324.52832,Other
NonResidential,75,1932090,0,169.6000061,68.59999847,61.68,0,3023468,1940,73,171.8999939,41293,566263.1875,2,University,-122.34217,1,1.49,47.65231,2839882.25,907792,9077.919922,College/University
NonResidential,75,1938613,0,117.4000015,37.40000153,13.51,0,1935438.625,2008,37.29999924,117.1999969,51856,568174.875,2,Other,-122.32452,1,0.26,47.59394,1938613.125,0,0,Automobile Dealership
NonResidential,75,1964681,0,192.8000031,61.40000153,13.7,0,1964681.25,1963,61.40000153,192.8000031,31900,575815.125,1,Warehouse,-122.31704,1,0.43,47.5465,1964681.25,0,0,Non-Refrigerated Warehouse
NonResidential,75,1980767,0,110.3000031,38.40000153,29.4,0,2332889.25,1912,39.40000153,111.4000015,64820,580529.6875,2,Small- and Mid-Sized Office,-122.32174,1,0.45,47.61438,2274296.75,293529,2935.290039,Office
NonResidential,75,1999987,0,283.8999939,140.3000031,135.81,0,4513728,1979,147.5,291.3999939,30610,586162.6875,1,Other,-122.32479,1,4.44,47.69883,4294550,2294563,22945.62891,Other - Recreation
NonResidential,75,2001103,0,72.59999847,35.70000076,133.58,0,4384625.5,1929,36.79999924,72.90000153,206934,586489.8125,2,Other,-122.31769,1,0.65,47.67559,4253577.5,2252474,22524.74023,Other
NonResidential,75,2055974,0,76.59999847,31.89999962,74.3,0,3372443.75,1993,33.79999924,78.59999847,99765,602571.5,2,University,-122.32083,1,0.74,47.61699,3185005.25,1129031,11290.31055,College/University
NonResidential,75,2058533,0,204.1000061,65,14.35,0,2142457.5,1900,67.69999695,212.3999939,38376,603321.375,5,Small- and Mid-Sized Office,-122.33458,1,0.37,47.60106,2058532.875,0,0,Office
NonResidential,75,2095246,0,81.59999847,36.09999847,95.93,0,4060714.75,1963,40.5,86.09999847,100386,614081.5,1,Warehouse,-122.32732,1,0.96,47.56845,3626431.5,1531185,15311.85156,Non-Refrigerated Warehouse
NonResidential,75,2133182,0,120.6999969,52.29999924,89.8,0,3778965.75,2013,55.79999924,124.4000015,57468,625200,1,University,-122.30172,2,1.56,47.59677,3543985.5,1410803,14108.0293,College/University
NonResidential,75,2170550,0,318.2000122,140.1999969,97.27,0,3717064,1978,140.1999969,318.2000122,26519,636151.6875,2,Restaurant,-122.33173,1,3.67,47.62902,3717064,1546514,15465.14063,Restaurant
NonResidential,75,2216816,0,227.3999939,74.19999695,19.93,0,2315087.75,1970,74.69999695,227.8999939,31000,649711.6875,2,Warehouse,-122.30501,1,0.64,47.58482,2301043.75,84227,842.2700806,Non-Refrigerated Warehouse
NonResidential,75,2225423,0,206.6999969,82.59999847,67.52,0,3513828.25,1976,90.59999847,215,38787,652234.3125,2,Other,-122.29314,1,1.74,47.72599,3204685.5,979262,9792.619141,Automobile Dealership
NonResidential,75,2241280,0,264,84.09999847,15.62,0,2241280.5,1950,84.09999847,264,26660,656881.6875,1,Other,-122.33044,1,0.59,47.55013,2241280.5,0,0,Manufacturing/Industrial Plant
NonResidential,75,2244317,0,49.29999924,15.69999981,15.65,0,2244317,1941,15.69999981,49.29999924,125519,657771.625,2,Other,-122.33282,2,0.12,47.58444,2244317,0,0,Manufacturing/Industrial Plant
NonResidential,75,2269684,0,701.9000244,241.1000061,30.6,0,2622096.5,2006,248.1000061,709.2999878,33792,665206.1875,2,Mixed Use Property,-122.35385,1,0.91,47.61634,2547848,278164,2781.640869,Social/Meeting Hall
NonResidential,75,2282146,0,190.1000061,69.5,44.89,0,2877728.5,1915,70.69999695,193.8999939,40715,668858.625,6,Small- and Mid-Sized Office,-122.34157,1,1.1,47.60836,2827772.75,545627,5456.27002,Office
